time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2021-04-01T15:11:18.213Z,-21.8006,-179.3796,595,6,mww,,18,4.703,0.74,us,us6000dy9x,2021-06-08T17:59:44.040Z,Fiji region,earthquake,9.3,1.9,0.066,22,reviewed,us,us
2021-04-01T09:56:37.651Z,-29.961,-177.6758,20,6.4,mww,,30,0.746,1.4,us,us6000dy64,2021-06-08T17:59:34.040Z,"Kermadec Islands, New Zealand",earthquake,3.9,1.8,0.05,39,reviewed,us,us
2021-03-20T09:09:43.966Z,38.4515,141.6477,43,7,mww,,35,2.378,0.75,us,us7000dl6y,2022-08-12T12:07:56.816Z,"30 km E of Ishinomaki, Japan",earthquake,7.2,1.9,0.045,47,reviewed,us,us
2021-03-20T05:19:31.864Z,-59.618,150.3275,10,6,mwb,,91,6.958,0.54,us,us7000dl5j,2021-06-02T15:24:04.040Z,west of Macquarie Island,earthquake,10.3,1.9,0.05,38,reviewed,us,us
2021-03-18T00:04:06.698Z,36.9206,5.2014,8,6,mww,,20,3.06,0.45,us,us7000dker,2021-09-25T11:46:15.930Z,"21 km NNE of Bejaïa, Algeria",earthquake,6.9,1.8,0.033,86,reviewed,us,us
2021-03-16T18:38:21.233Z,54.7368,163.1803,13.23,6.6,mww,,18,3.183,0.81,us,us7000djz6,2021-05-26T22:08:11.040Z,"171 km SSE of Ust’-Kamchatsk Staryy, Russia",earthquake,6.5,2.6,0.052,36,reviewed,us,us
2021-03-14T12:05:13.433Z,-59.8709,-29.4818,10,6,mww,,74,6.776,0.63,us,us7000dj9v,2021-05-26T22:07:08.040Z,South Sandwich Islands region,earthquake,5.1,1.8,0.05,39,reviewed,us,us
2021-03-06T13:12:05.498Z,-28.2896,-177.6283,10,6.1,mww,,49,0.987,0.83,us,us7000dgi0,2021-05-21T19:47:26.040Z,Kermadec Islands region,earthquake,7.1,1.8,0.046,45,reviewed,us,us
2021-03-06T12:05:23.693Z,-28.3565,-177.8739,15,6.2,mww,,50,0.886,0.64,us,us7000dgh7,2021-05-21T19:47:21.040Z,Kermadec Islands region,earthquake,7.7,1.8,0.047,44,reviewed,us,us
2021-03-06T10:34:47.134Z,-28.4217,-177.7664,10,6.2,mww,,69,0.832,0.77,us,us7000dggf,2021-05-21T19:47:20.040Z,Kermadec Islands region,earthquake,5.6,1.8,0.065,23,reviewed,us,us
2021-03-06T07:16:29.302Z,-28.6263,-177.0009,10,6.1,mww,,62,1.02,0.82,us,us7000dgdc,2021-05-21T19:47:16.040Z,Kermadec Islands region,earthquake,6.9,1.7,0.065,23,reviewed,us,us
2021-03-06T00:16:22.227Z,-37.5763,179.5947,13,6.3,mww,,34,1.023,0.96,us,us7000dg8x,2022-08-09T03:46:37.938Z,"183 km NE of Gisborne, New Zealand",earthquake,8,1.7,0.054,33,reviewed,us,us
2021-03-05T14:24:52.718Z,-28.8983,-176.6099,14,6.2,mww,,59,1.205,1.08,us,us7000dfz4,2021-05-21T19:46:50.040Z,Kermadec Islands region,earthquake,8.3,1.8,0.073,18,reviewed,us,us
2021-03-05T08:13:41.003Z,-29.5019,-176.1259,15,6,mww,,132,1.594,1.06,us,us7000dfwe,2021-05-21T19:46:42.040Z,Kermadec Islands region,earthquake,9,1.9,0.049,40,reviewed,us,us
2021-03-05T02:30:36.279Z,-28.749,-176.5578,17,6.3,mww,,41,9.784,1.16,us,us7000dft1,2021-05-21T19:46:30.040Z,Kermadec Islands region,earthquake,10.1,1.8,0.08,15,reviewed,us,us
2021-03-04T23:12:59.962Z,-28.5168,-176.6801,24,6.5,mwb,,25,11.764,0.64,us,us7000dfq2,2021-05-13T22:45:50.040Z,Kermadec Islands region,earthquake,8.9,1.8,0.071,19,reviewed,us,us
2021-03-04T20:25:06.406Z,-28.3867,-176.6895,10,6.1,mb,,48,1.383,1.11,us,us7000dfmf,2021-05-13T22:45:39.040Z,Kermadec Islands region,earthquake,9.5,1.8,0.06,106,reviewed,us,us
2021-03-04T16:53:11.135Z,-14.4334,167.3326,173.35,6.1,mww,,19,1.015,0.65,us,us7000dfhs,2021-05-13T22:45:24.040Z,"66 km SSW of Sola, Vanuatu",earthquake,7.9,3.9,0.073,18,reviewed,us,us
2021-03-03T10:16:09.755Z,39.7546,22.1757,8,6.3,mww,,17,0.423,0.55,us,us7000df40,2022-02-26T20:35:47.061Z,"9 km W of Týrnavos, Greece",earthquake,2.7,1.8,0.034,81,reviewed,us,us
2021-02-18T15:30:47.991Z,-14.8373,-176.7574,3.7,6.1,mww,,52,1.421,0.74,us,us6000dip3,2021-10-26T02:05:08.335Z,"157 km ESE of Alo, Wallis and Futuna",earthquake,6.9,1.4,0.063,24,reviewed,us,us
2021-02-18T06:37:30.717Z,-18.9515,168.0675,14,6.2,mww,,66,2.516,0.72,us,us6000dila,2022-08-09T03:04:26.494Z,"136 km S of Port-Vila, Vanuatu",earthquake,7.8,1.8,0.048,41,reviewed,us,us
2021-02-17T22:49:38.110Z,-23.1842,171.7786,12,6.1,mww,,28,3.861,0.78,us,us6000dii3,2021-04-29T19:25:01.040Z,southeast of the Loyalty Islands,earthquake,7.2,1.7,0.061,26,reviewed,us,us
2021-02-16T00:49:25.141Z,-17.8292,167.5413,13,6.2,mww,,32,3.661,0.83,us,us6000dhxn,2021-04-23T21:04:43.040Z,"82 km W of Port-Vila, Vanuatu",earthquake,7.4,1.8,0.063,24,reviewed,us,us
2021-02-11T06:52:28.131Z,-23.3358,171.8122,10.56,6,mww,,47,8.069,0.98,us,us6000dgkr,2021-04-22T21:53:13.040Z,southeast of the Loyalty Islands,earthquake,6.7,3.7,0.052,36,reviewed,us,us
2021-02-10T21:24:00.831Z,-23.1911,171.5827,12,6.3,mww,,10,8.131,0.82,us,us6000dge5,2021-04-22T21:52:46.040Z,southeast of the Loyalty Islands,earthquake,3.1,1.7,0.056,31,reviewed,us,us
2021-02-10T18:36:41.957Z,-22.7173,171.213,14,6.1,mww,,32,13.12,0.99,us,us6000dgc7,2021-04-22T21:52:40.040Z,southeast of the Loyalty Islands,earthquake,10.1,1.8,0.089,12,reviewed,us,us
2021-02-10T16:35:22.999Z,-22.8106,171.173,11.69,6.1,mwb,,17,8.189,0.86,us,us6000dgb4,2021-04-22T21:52:36.040Z,southeast of the Loyalty Islands,earthquake,8.4,0.5,0.083,14,reviewed,us,us
2021-02-10T13:01:59.145Z,-22.7415,171.6432,10,6.1,mww,,56,7.803,0.53,us,us6000dg72,2021-04-22T21:52:21.040Z,southeast of the Loyalty Islands,earthquake,10.2,1.8,0.069,20,reviewed,us,us
2021-02-10T12:52:27.224Z,-5.6856,101.6495,10,6.3,mww,,29,1.851,0.5,us,us6000dg70,2021-09-08T06:07:56.801Z,"219 km SSW of Bengkulu, Indonesia",earthquake,6.7,1.8,0.037,69,reviewed,us,us
2021-02-10T12:24:21.500Z,-22.8327,171.6556,11,6.1,mww,,49,7.851,0.38,us,us6000dg6u,2021-04-22T21:52:20.040Z,southeast of the Loyalty Islands,earthquake,11.2,1.8,0.044,50,reviewed,us,us
2021-02-07T05:45:51.377Z,-3.3226,146.1444,10,6.3,mww,,54,1.762,0.75,us,us6000dfad,2021-04-22T21:50:59.040Z,"189 km SW of Lorengau, Papua New Guinea",earthquake,7.6,1.9,0.046,45,reviewed,us,us
2021-02-07T04:22:56.667Z,6.7693,125.1011,16,6,mww,,37,0.56,1.39,us,us6000df9r,2023-07-20T12:31:16.285Z,"9 km W of Magsaysay, Philippines",earthquake,7.1,1.7,0.048,41,reviewed,us,us
2021-02-03T05:23:43.520Z,-36.2797,-97.8,10,6.7,mww,,40,13.395,0.96,us,us6000de34,2021-04-16T19:03:09.040Z,West Chile Rise,earthquake,9.7,1.2,0.048,41,reviewed,us,us
2021-01-23T23:36:51.667Z,-61.8098,-55.5027,15,6.9,mww,,16,1.55,0.57,us,us7000d2rx,2021-04-13T17:05:17.040Z,South Shetland Islands,earthquake,7.2,1.7,0.043,52,reviewed,us,us
2021-01-21T12:23:04.255Z,4.9931,127.5145,80,7,mww,,15,2.821,0.77,us,us7000d20e,2023-12-26T14:46:53.569Z,"211 km SE of Pondaguitan, Philippines",earthquake,6.3,1.9,0.061,26,reviewed,us,us
2021-01-19T02:46:22.380Z,-31.8334,-68.7992,20.81,6.4,mww,,22,0.303,0.95,us,us7000d18q,2022-09-25T00:34:58.873Z,"26 km SW of Pocito, Argentina",earthquake,2.9,3.6,0.055,32,reviewed,us,us
2021-01-14T18:28:18.093Z,-2.9717,118.8899,18,6.2,mww,,28,2.203,1.12,us,us7000d030,2023-11-18T22:32:32.656Z,"32 km S of Mamuju, Indonesia",earthquake,3.5,1.7,0.066,22,reviewed,us,us
2021-01-11T21:32:59.015Z,51.2811,100.4383,10,6.7,mww,,22,2.043,0.75,us,us6000d7ix,2022-04-02T03:58:49.807Z,"29 km SSW of Turt, Mongolia",earthquake,6.7,1.7,0.039,62,reviewed,us,us
2021-01-10T06:48:20.094Z,-16.0347,167.8826,160,6.1,mww,,23,0.877,0.54,us,us6000d764,2022-08-09T02:23:06.537Z,"50 km E of Lakatoro, Vanuatu",earthquake,7.7,1.8,0.046,45,reviewed,us,us
2021-01-10T03:54:14.483Z,-24.0412,-66.5729,217,6.1,mww,,36,1.83,1.06,us,us6000d74p,2021-03-20T21:23:33.040Z,"32 km NW of San Antonio de los Cobres, Argentina",earthquake,8.2,1.9,0.032,95,reviewed,us,us
2021-01-08T05:01:04.246Z,-20.7367,169.8821,113,6.1,mww,,37,1.88,0.69,us,us6000d6my,2021-03-20T21:22:41.040Z,"146 km SSE of Isangel, Vanuatu",earthquake,7.5,1.9,0.045,48,reviewed,us,us
2021-01-08T00:28:50.091Z,-29.4295,-178.744,224,6.3,mww,,13,0.735,0.95,us,us6000d6lg,2021-03-20T21:22:37.040Z,"Kermadec Islands, New Zealand",earthquake,7.9,1.8,0.043,51,reviewed,us,us
2021-01-06T20:59:34.315Z,0.0658,122.9487,148,6.1,mww,,13,1.114,1.23,us,us6000d69r,2021-03-13T22:59:38.040Z,"53 km SSW of Gorontalo, Indonesia",earthquake,6.7,1.8,0.035,78,reviewed,us,us
2021-01-06T06:20:35.947Z,-28.6357,-177.2713,38.49,6.2,mww,,30,0.837,0.74,us,us6000d5zz,2021-03-13T22:59:30.040Z,Kermadec Islands region,earthquake,8.2,1.6,0.05,39,reviewed,us,us
2021-01-03T12:38:48.915Z,51.2199,-179.793,21,6.1,mww,,52,2.051,0.66,us,us6000d58t,2023-05-06T00:37:21.203Z,"230 km WSW of Adak, Alaska",earthquake,5.3,1.9,0.046,46,reviewed,us,us
2020-12-29T11:19:54.762Z,45.4244,16.2573,10,6.4,mww,,13,0.941,0.75,us,us6000d3zh,2023-11-21T19:23:39.177Z,"2 km WSW of Petrinja, Croatia",earthquake,4.4,1.8,0.033,89,reviewed,us,us
2020-12-27T21:39:14.770Z,-39.3398,-74.9849,10,6.7,mww,,19,1.319,0.63,us,us6000d3i9,2022-03-10T05:51:53.951Z,"146 km WNW of Corral, Chile",earthquake,5.8,1.7,0.048,42,reviewed,us,us
2020-12-24T23:43:41.964Z,13.82,120.6539,109,6.3,mww,,15,3.715,0.75,us,us6000d2ra,2022-03-10T05:50:52.505Z,"2 km ESE of Calatagan, Philippines",earthquake,5.8,1.8,0.032,92,reviewed,us,us
2020-12-23T18:11:47.762Z,6.2544,133.6362,11,6.1,mww,,34,1.561,0.99,us,us6000d29t,2021-09-02T14:18:54.455Z,"90 km SW of Angaur State, Palau",earthquake,6.2,1.7,0.033,86,reviewed,us,us
2020-12-20T17:23:22.668Z,40.8667,142.5814,35,6.3,mww,,33,1.153,1.07,us,us7000csqe,2022-12-11T22:20:18.260Z,"100 km ENE of Hachinohe, Japan",earthquake,6.8,1.9,0.041,57,reviewed,us,us
2020-12-15T23:21:57.807Z,5.1789,125.4212,14,6.1,mww,,27,1.884,1.08,us,us7000crdx,2023-04-10T05:02:26.336Z,"25 km S of Sarangani, Philippines",earthquake,7.1,1.7,0.054,33,reviewed,us,us
2020-12-14T15:20:49.542Z,-21.8063,-68.7079,114,6,mww,,34,0.496,0.71,us,us7000cqyz,2021-02-20T16:11:53.040Z,"75 km NNE of Calama, Chile",earthquake,5.6,1.8,0.045,47,reviewed,us,us
2020-12-10T13:19:58.682Z,24.7818,122.0243,71,6.1,mww,,18,0.515,0.76,us,us7000cpqz,2022-03-10T05:49:46.366Z,"27 km E of Yilan, Taiwan",earthquake,3.8,1.6,0.061,26,reviewed,us,us
2020-12-14T15:20:49.542Z,-21.8063,-68.7079,114,6,mww,,34,0.496,0.71,us,us7000cqyz,2021-02-20T16:11:53.040Z,"75 km NNE of Calama, Chile",earthquake,5.6,1.8,0.045,47,reviewed,us,us
